"","filename","rng_seed","species_initiation_rate_good_species","species_initiation_rate_incipient_species","speciation_completion_rate","extinction_rate_good_species","extinction_rate_incipient_species","age","n_species_trees_samples","mutation_rate","n_alignments","sequence_length","mcmc_chainlength","n_beast_runs","version"
"289","article_2_0_0_0_0.RDa","1","1","1","0.1","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"290","article_2_0_0_0_1.RDa","1","1","1","0.1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"291","article_2_0_0_0_2.RDa","1","1","1","0.1","0","0","15","2","0.1","2","1e+05","1e+06","2","0.1"
"292","article_2_0_0_1_0.RDa","1","1","1","0.1","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"293","article_2_0_0_1_1.RDa","1","1","1","0.1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"294","article_2_0_0_1_2.RDa","1","1","1","0.1","0","0","15","2","0.01","2","1e+05","1e+06","2","0.1"
"295","article_2_0_0_2_0.RDa","1","1","1","0.1","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"296","article_2_0_0_2_1.RDa","1","1","1","0.1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"297","article_2_0_0_2_2.RDa","1","1","1","0.1","0","0","15","2","0.001","2","1e+05","1e+06","2","0.1"
"298","article_2_0_1_0_0.RDa","1","1","1","0.1","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"299","article_2_0_1_0_1.RDa","1","1","1","0.1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"300","article_2_0_1_0_2.RDa","1","1","1","0.1","0.1","0.1","15","2","0.1","2","1e+05","1e+06","2","0.1"
"301","article_2_0_1_1_0.RDa","1","1","1","0.1","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"302","article_2_0_1_1_1.RDa","1","1","1","0.1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"303","article_2_0_1_1_2.RDa","1","1","1","0.1","0.1","0.1","15","2","0.01","2","1e+05","1e+06","2","0.1"
"304","article_2_0_1_2_0.RDa","1","1","1","0.1","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"305","article_2_0_1_2_1.RDa","1","1","1","0.1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"306","article_2_0_1_2_2.RDa","1","1","1","0.1","0.1","0.1","15","2","0.001","2","1e+05","1e+06","2","0.1"
"307","article_2_0_2_0_0.RDa","1","1","1","0.1","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"308","article_2_0_2_0_1.RDa","1","1","1","0.1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"309","article_2_0_2_0_2.RDa","1","1","1","0.1","0.2","0.2","15","2","0.1","2","1e+05","1e+06","2","0.1"
"310","article_2_0_2_1_0.RDa","1","1","1","0.1","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"311","article_2_0_2_1_1.RDa","1","1","1","0.1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"312","article_2_0_2_1_2.RDa","1","1","1","0.1","0.2","0.2","15","2","0.01","2","1e+05","1e+06","2","0.1"
"313","article_2_0_2_2_0.RDa","1","1","1","0.1","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"314","article_2_0_2_2_1.RDa","1","1","1","0.1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"315","article_2_0_2_2_2.RDa","1","1","1","0.1","0.2","0.2","15","2","0.001","2","1e+05","1e+06","2","0.1"
"316","article_2_0_3_0_0.RDa","1","1","1","0.1","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"317","article_2_0_3_0_1.RDa","1","1","1","0.1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"318","article_2_0_3_0_2.RDa","1","1","1","0.1","0.4","0.4","15","2","0.1","2","1e+05","1e+06","2","0.1"
"319","article_2_0_3_1_0.RDa","1","1","1","0.1","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"320","article_2_0_3_1_1.RDa","1","1","1","0.1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"321","article_2_0_3_1_2.RDa","1","1","1","0.1","0.4","0.4","15","2","0.01","2","1e+05","1e+06","2","0.1"
"322","article_2_0_3_2_0.RDa","1","1","1","0.1","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"323","article_2_0_3_2_1.RDa","1","1","1","0.1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"324","article_2_0_3_2_2.RDa","1","1","1","0.1","0.4","0.4","15","2","0.001","2","1e+05","1e+06","2","0.1"
"325","article_2_1_0_0_0.RDa","1","1","1","0.3","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"326","article_2_1_0_0_1.RDa","1","1","1","0.3","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"327","article_2_1_0_0_2.RDa","1","1","1","0.3","0","0","15","2","0.1","2","1e+05","1e+06","2","0.1"
"328","article_2_1_0_1_0.RDa","1","1","1","0.3","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"329","article_2_1_0_1_1.RDa","1","1","1","0.3","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"330","article_2_1_0_1_2.RDa","1","1","1","0.3","0","0","15","2","0.01","2","1e+05","1e+06","2","0.1"
"331","article_2_1_0_2_0.RDa","1","1","1","0.3","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"332","article_2_1_0_2_1.RDa","1","1","1","0.3","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"333","article_2_1_0_2_2.RDa","1","1","1","0.3","0","0","15","2","0.001","2","1e+05","1e+06","2","0.1"
"334","article_2_1_1_0_0.RDa","1","1","1","0.3","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"335","article_2_1_1_0_1.RDa","1","1","1","0.3","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"336","article_2_1_1_0_2.RDa","1","1","1","0.3","0.1","0.1","15","2","0.1","2","1e+05","1e+06","2","0.1"
"337","article_2_1_1_1_0.RDa","1","1","1","0.3","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"338","article_2_1_1_1_1.RDa","1","1","1","0.3","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"339","article_2_1_1_1_2.RDa","1","1","1","0.3","0.1","0.1","15","2","0.01","2","1e+05","1e+06","2","0.1"
"340","article_2_1_1_2_0.RDa","1","1","1","0.3","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"341","article_2_1_1_2_1.RDa","1","1","1","0.3","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"342","article_2_1_1_2_2.RDa","1","1","1","0.3","0.1","0.1","15","2","0.001","2","1e+05","1e+06","2","0.1"
"343","article_2_1_2_0_0.RDa","1","1","1","0.3","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"344","article_2_1_2_0_1.RDa","1","1","1","0.3","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"345","article_2_1_2_0_2.RDa","1","1","1","0.3","0.2","0.2","15","2","0.1","2","1e+05","1e+06","2","0.1"
"346","article_2_1_2_1_0.RDa","1","1","1","0.3","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"347","article_2_1_2_1_1.RDa","1","1","1","0.3","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"348","article_2_1_2_1_2.RDa","1","1","1","0.3","0.2","0.2","15","2","0.01","2","1e+05","1e+06","2","0.1"
"349","article_2_1_2_2_0.RDa","1","1","1","0.3","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"350","article_2_1_2_2_1.RDa","1","1","1","0.3","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"351","article_2_1_2_2_2.RDa","1","1","1","0.3","0.2","0.2","15","2","0.001","2","1e+05","1e+06","2","0.1"
"352","article_2_1_3_0_0.RDa","1","1","1","0.3","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"353","article_2_1_3_0_1.RDa","1","1","1","0.3","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"354","article_2_1_3_0_2.RDa","1","1","1","0.3","0.4","0.4","15","2","0.1","2","1e+05","1e+06","2","0.1"
"355","article_2_1_3_1_0.RDa","1","1","1","0.3","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"356","article_2_1_3_1_1.RDa","1","1","1","0.3","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"357","article_2_1_3_1_2.RDa","1","1","1","0.3","0.4","0.4","15","2","0.01","2","1e+05","1e+06","2","0.1"
"358","article_2_1_3_2_0.RDa","1","1","1","0.3","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"359","article_2_1_3_2_1.RDa","1","1","1","0.3","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"360","article_2_1_3_2_2.RDa","1","1","1","0.3","0.4","0.4","15","2","0.001","2","1e+05","1e+06","2","0.1"
"361","article_2_2_0_0_0.RDa","1","1","1","1","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"362","article_2_2_0_0_1.RDa","1","1","1","1","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"363","article_2_2_0_0_2.RDa","1","1","1","1","0","0","15","2","0.1","2","1e+05","1e+06","2","0.1"
"364","article_2_2_0_1_0.RDa","1","1","1","1","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"365","article_2_2_0_1_1.RDa","1","1","1","1","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"366","article_2_2_0_1_2.RDa","1","1","1","1","0","0","15","2","0.01","2","1e+05","1e+06","2","0.1"
"367","article_2_2_0_2_0.RDa","1","1","1","1","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"368","article_2_2_0_2_1.RDa","1","1","1","1","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"369","article_2_2_0_2_2.RDa","1","1","1","1","0","0","15","2","0.001","2","1e+05","1e+06","2","0.1"
"370","article_2_2_1_0_0.RDa","1","1","1","1","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"371","article_2_2_1_0_1.RDa","1","1","1","1","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"372","article_2_2_1_0_2.RDa","1","1","1","1","0.1","0.1","15","2","0.1","2","1e+05","1e+06","2","0.1"
"373","article_2_2_1_1_0.RDa","1","1","1","1","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"374","article_2_2_1_1_1.RDa","1","1","1","1","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"375","article_2_2_1_1_2.RDa","1","1","1","1","0.1","0.1","15","2","0.01","2","1e+05","1e+06","2","0.1"
"376","article_2_2_1_2_0.RDa","1","1","1","1","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"377","article_2_2_1_2_1.RDa","1","1","1","1","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"378","article_2_2_1_2_2.RDa","1","1","1","1","0.1","0.1","15","2","0.001","2","1e+05","1e+06","2","0.1"
"379","article_2_2_2_0_0.RDa","1","1","1","1","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"380","article_2_2_2_0_1.RDa","1","1","1","1","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"381","article_2_2_2_0_2.RDa","1","1","1","1","0.2","0.2","15","2","0.1","2","1e+05","1e+06","2","0.1"
"382","article_2_2_2_1_0.RDa","1","1","1","1","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"383","article_2_2_2_1_1.RDa","1","1","1","1","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"384","article_2_2_2_1_2.RDa","1","1","1","1","0.2","0.2","15","2","0.01","2","1e+05","1e+06","2","0.1"
"385","article_2_2_2_2_0.RDa","1","1","1","1","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"386","article_2_2_2_2_1.RDa","1","1","1","1","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"387","article_2_2_2_2_2.RDa","1","1","1","1","0.2","0.2","15","2","0.001","2","1e+05","1e+06","2","0.1"
"388","article_2_2_3_0_0.RDa","1","1","1","1","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"389","article_2_2_3_0_1.RDa","1","1","1","1","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"390","article_2_2_3_0_2.RDa","1","1","1","1","0.4","0.4","15","2","0.1","2","1e+05","1e+06","2","0.1"
"391","article_2_2_3_1_0.RDa","1","1","1","1","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"392","article_2_2_3_1_1.RDa","1","1","1","1","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"393","article_2_2_3_1_2.RDa","1","1","1","1","0.4","0.4","15","2","0.01","2","1e+05","1e+06","2","0.1"
"394","article_2_2_3_2_0.RDa","1","1","1","1","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"395","article_2_2_3_2_1.RDa","1","1","1","1","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"396","article_2_2_3_2_2.RDa","1","1","1","1","0.4","0.4","15","2","0.001","2","1e+05","1e+06","2","0.1"
"397","article_2_3_0_0_0.RDa","1","1","1","1e+06","0","0","15","2","0.1","2","1000","1e+06","2","0.1"
"398","article_2_3_0_0_1.RDa","1","1","1","1e+06","0","0","15","2","0.1","2","10000","1e+06","2","0.1"
"399","article_2_3_0_0_2.RDa","1","1","1","1e+06","0","0","15","2","0.1","2","1e+05","1e+06","2","0.1"
"400","article_2_3_0_1_0.RDa","1","1","1","1e+06","0","0","15","2","0.01","2","1000","1e+06","2","0.1"
"401","article_2_3_0_1_1.RDa","1","1","1","1e+06","0","0","15","2","0.01","2","10000","1e+06","2","0.1"
"402","article_2_3_0_1_2.RDa","1","1","1","1e+06","0","0","15","2","0.01","2","1e+05","1e+06","2","0.1"
"403","article_2_3_0_2_0.RDa","1","1","1","1e+06","0","0","15","2","0.001","2","1000","1e+06","2","0.1"
"404","article_2_3_0_2_1.RDa","1","1","1","1e+06","0","0","15","2","0.001","2","10000","1e+06","2","0.1"
"405","article_2_3_0_2_2.RDa","1","1","1","1e+06","0","0","15","2","0.001","2","1e+05","1e+06","2","0.1"
"406","article_2_3_1_0_0.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.1","2","1000","1e+06","2","0.1"
"407","article_2_3_1_0_1.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.1","2","10000","1e+06","2","0.1"
"408","article_2_3_1_0_2.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.1","2","1e+05","1e+06","2","0.1"
"409","article_2_3_1_1_0.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.01","2","1000","1e+06","2","0.1"
"410","article_2_3_1_1_1.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.01","2","10000","1e+06","2","0.1"
"411","article_2_3_1_1_2.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.01","2","1e+05","1e+06","2","0.1"
"412","article_2_3_1_2_0.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.001","2","1000","1e+06","2","0.1"
"413","article_2_3_1_2_1.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.001","2","10000","1e+06","2","0.1"
"414","article_2_3_1_2_2.RDa","1","1","1","1e+06","0.1","0.1","15","2","0.001","2","1e+05","1e+06","2","0.1"
"415","article_2_3_2_0_0.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.1","2","1000","1e+06","2","0.1"
"416","article_2_3_2_0_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.1","2","10000","1e+06","2","0.1"
"417","article_2_3_2_0_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.1","2","1e+05","1e+06","2","0.1"
"418","article_2_3_2_1_0.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","1000","1e+06","2","0.1"
"419","article_2_3_2_1_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","10000","1e+06","2","0.1"
"420","article_2_3_2_1_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.01","2","1e+05","1e+06","2","0.1"
"421","article_2_3_2_2_0.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","1000","1e+06","2","0.1"
"422","article_2_3_2_2_1.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","10000","1e+06","2","0.1"
"423","article_2_3_2_2_2.RDa","1","1","1","1e+06","0.2","0.2","15","2","0.001","2","1e+05","1e+06","2","0.1"
"424","article_2_3_3_0_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","1000","1e+06","2","0.1"
"425","article_2_3_3_0_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","10000","1e+06","2","0.1"
"426","article_2_3_3_0_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.1","2","1e+05","1e+06","2","0.1"
"427","article_2_3_3_1_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","1000","1e+06","2","0.1"
"428","article_2_3_3_1_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","10000","1e+06","2","0.1"
"429","article_2_3_3_1_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.01","2","1e+05","1e+06","2","0.1"
"430","article_2_3_3_2_0.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","1000","1e+06","2","0.1"
"431","article_2_3_3_2_1.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","10000","1e+06","2","0.1"
"432","article_2_3_3_2_2.RDa","1","1","1","1e+06","0.4","0.4","15","2","0.001","2","1e+05","1e+06","2","0.1"
"433","example_1.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","1","0.01","1","1000","1e+06","1","0.1"
"434","example_2.RDa","1","0.5","0.5","0.1","0.1","0.1","5","1","0.01","1","1000","1e+06","1","0.1"
"435","example_3.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","2","0.01","2","1000","1e+06","2","0.1"
"436","example_4.RDa","1","0.5","0.5","0.1","0.1","0.1","5","2","0.01","2","1000","1e+06","2","0.1"
"437","toy_example_1.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","1","0.01","1","1000","10000","1","0.1"
"438","toy_example_2.RDa","1","0.5","0.5","0.1","0.1","0.1","5","1","0.01","1","1000","10000","1","0.1"
"439","toy_example_3.RDa","1","0.5","0.5","1e+06","0.1","0.1","5","2","0.01","2","1000","10000","2","0.1"
"440","toy_example_4.RDa","1","0.5","0.5","0.1","0.1","0.1","5","2","0.01","2","1000","10000","2","0.1"
